Uniprot-ID	Biogrid-ID	Gene-Name	Ref-Seq	Protein-Name	Gene-ID	Old-Uniprot-IDs	Isoformes
P53238	33303;	PEF1	NP_011572	PEF1	YGR058W	D6VUJ3;	0
P12868	35409;	PEP5	NP_013958	PEP5	YMR231W	D6W057;	0
P53261	33346;	NOP7	NP_011617	PESC	YGR103W	D6VUN5;	0
P38921	35822;	PET8	NP_014395	PET8	YNL003C	D6W1H4;	0
Q04370	35198;	PEX12	NP_013739	PEX12	YMR026C	D6VZK0;Q6B1L4;	0
P80667	31461;	PEX13	NP_013292	PEX13	YLR191W	D6VYJ4;	0
Q08215	34358;	PEX15	NP_014598	PEX15	YOL044W	D6W222;	0
P38855	36594;	PEX18	NP_012030	PEX18	YHR160C	D3DLA9;	0
Q03370	32531;	PEX29	NP_010767	PEX29	YDR479C	D6VTA2;	0
Q06169	31587;	PEX30	NP_013428	PEX30	YLR324W	D6VYW6;Q66R43;	0
P25584	30930;	PEX34	NP_009875	PEX34	YCL056C	D6VQW1;	0
P42836	35515;	PFA3	NP_014073	PFA3	YNL326C	D6W0M1;	0
P37012	35280;	PGM2	NP_013823	PGM2	YMR105C	D6VZS7;	0
P46956	33637;	PHO86	NP_012418	PHO86	YJL117W	D6VW67;E9P8T7;	0
P39535	33566;	PHO90	NP_012337	PHO90	YJL198W	NA	0
Q06449	36321;	PIN3	NP_015480	PIN3	YPR154W	D6W4F0;	0
P34217	32647;	PIN4	NP_009502	PIN4	YBL051C	D6VPU8;	0
Q12236	34303;	PKH2	NP_014541	PKH2	YOL100W	D6W1W8;	0
Q08287	34273;	NOP8	NP_014497	NOP8	YOL144W	D6W1S5;	0
P47077	33747;	NOP9	NP_012524	NOP9	YJL010C	D6VWG7;	0
P33895	34332;	NUF2	NP_014572	NUF2	YOL069W	D6W1Z8;Q6B1X5;	0
P38351	32973;	PAF1	NP_009838	PAF1	YBR279W	D6VQS4;Q9URC9;	0
P32521	34997;	PAN1	NP_012271	PAN1	YIR006C	D6VVT6;	0
P38787	36495;	PAN5	NP_011930	PANE	YHR063C	D3DL12;	0
Q03050	32589;	PAU10	NP_010831	PAU10	YDR542W	D6VTG1;	0
P0CE91	35902;	PAU18	NP_013036	PAU18	YLL064C	D6VXU5;P52921;	0
P32612	36681;	PAU2	NP_010865	PAU2	YEL049W	D3DLK1;	0
P43575	31126;	PAU5	NP_116633	PAU5	YFL020C	D6VTL0;	0
P08018	33628;	PBS2	NP_012407	PBS2	YJL128C	D6VW57;	0
P53124	33118;	PCL10	NP_011381	PCL10	YGL134W	D6VU15;	0
P25693	31936;	PCL2	NP_010156	PCL2	YDL127W	D6VRM3;Q07554;	0
P40530	34948;	PKP1	NP_012222	PDK1	YIL042C	D6VVP0;	0
P40550	34978;	PDR11	NP_012252	PDR11	YIL013C	D6VVR7;Q03092;	0
Q02785	36122;	PDR12	NP_015267	PDR12	YPL058C	D6W3V6;	0
P53844	35575;	PDR17	NP_014135	PDR17	YNL264C	D6W0S9;	0
P25644	31052;	PAT1	NP_010002	PAT1	YCR077C	D6VR80;Q8NKJ3;	0
P0CE85	35503;	PAU19	NP_014058	PAU19	YMR325W	D6W0F1;P42221;Q92395;	0
P25580	30933;	PBN1	NP_009878	PBN1	YCL052C	D6VQW4;	0
Q07362	32006;	PBP4	NP_010230	PBP4	YDL053C	D6VRU3;	0
P22434	33031;	PDE1	NP_011266	PDE1	YGL248W	D6VV87;	0
P53170	33188;	PKP2	NP_011456	PDK2	YGL059W	D6VU82;	0
P25646	31053;	PTC6	NP_010003	PDP2	YCR079W	D6VR81;Q8NIL5;	0
P53860	35607;	PDR16	NP_014168	PDR16	YNL231C	D6W0W1;	0
Q06149	31534;	PDR8	NP_013368	PDR8	YLR266C	D6VYR4;	0
P27801	31417;	PEP3	NP_013249	PEP3	YLR148W	D6VYE3;	0
P40335	33701;	PEP8	NP_012482	PEP8	YJL053W	D6VWC9;E9P910;	0
P39684	31176;	PES4	NP_116678	PES4	YFR023W	D6VTQ3;	0
P53248	33319;	PEX8	NP_011591	PEX8	YGR077C	D6VUK9;	0
P46988	33582;	PFD1	NP_012356	PFD1	YJL179W	D6VW10;E9P8V7;	0
P16861	33492;	PFK1	NP_011756	PFKA1	YGR240C	D6VV20;	0
P16862	35383;	PFK2	NP_013932	PFKA2	YMR205C	D6W030;	0
P53343	33541;	PAU12	NP_011810	PAU12	YGR294W	D6VV68;	0
P40585	35031;	PAU15	NP_012307	PAU15	YIR041W	D6VVX1;	0
Q08322	34257;	PAU20	NP_014481	PAU20	YOL161C	D6W1Q9;	0
Q07987	31313;	PAU23	NP_013138	PAU23	YLR037C	D6VY40;	0
P53427	31719;	PAU4	NP_013566	PAU4	YLR461W	D6VZ94;	0
P39545	31802;	PAU7	NP_009412	PAU7	YAR020C	D6VPM7;	0
Q12524	31420;	PCD1	NP_013252	PCD1	YLR151C	D6VYE6;	0
P38126	32884;	PCH2	NP_009745	PCH2	YBR186W	D6VQI1;	0
P24867	35548;	PCL1	NP_014110	PCL1	YNL289W	D6W0Q4;	0
Q08966	35966;	PCL8	NP_015105	PCL8	YPL219W	D6W3F1;Q6B153;	0
P53259	33344;	PCP1	NP_011615	PCP1	YGR101W	D6VUN3;	0
P13259	33455;	PCT1	NP_011718	PCY1	YGR202C	D6VUY4;	0
P40345	35833;	LRO1	NP_014405	PDAT	YNR008W	D6W1I3;	0
P06776	34745;	PDE2	NP_015005	PDE2	YOR360C	D6W355;Q08836;	0
Q12511	34488;	PTC5	NP_014733	PDP1	YOR090C	D6W2F1;	0
Q04264	35251;	PDS5	NP_013793	PDS5	YMR076C	D6VZQ0;Q04780;	0
P25625	31026;	PER1	NP_009973	PER1	YCR044C	D6VR53;	0
Q12144	31338;	PER33	NP_013165	PER33	YLR064W	D6VY65;	0
P25362	31001;	PET18	NP_009947	PET18	YCR020C	D6VR28;	0
P32567	35343;	PAH1	NP_013888	PAH1	YMR165C	D6VZY7;	0
P40459	34847;	PAN6	NP_012121	PANC	YIL145C	D6VVE2;	0
P38725	36379;	PAU13	NP_011817	PAU13	YHL046C	D3DKS5;	0
Q12370	31228;	PAU17	NP_013075	PAU17	YLL025W	D6VXX9;Q6B2J6;	0
P0CE87	35933;	PAU22	NP_015039	PAU22	YPL282C	D6W386;P42221;Q92395;	2
P25610	31076;	PAU3	NP_010029	PAU3	YCR104W	D6VRA4;Q6B1E0;	0
Q3E770	33018;	PAU9	NP_009332	PAU9	YBL108C-A	D6VPP5;	0
P38151	32927;	PBP2	NP_009792	PBP2	YBR233W	D6VQM8;	0
P38794	36503;	PCL5	NP_011938	PCL5	YHR071W	D3DL20;	0
P40186	34940;	PCL7	NP_012214	PCL7	YIL050W	D6VVN1;	0
P51533	34713;	PDR10	NP_014973	PDR10	YOR328W	D6W325;	0
Q04182	32466;	PDR15	NP_010694	PDR15	YDR406W	D6VT38;	0
P53756	35896;	PDR18	NP_014468	PDR18	YNR070W	D6W1P5;	0
P33200	32694;	PDR3	NP_009548	PDR3	YBL005W	D6VPZ5;E9P920;	0
Q12408	32012;	NPC2	NP_010237	NPC2	YDL046W	D6VRU9;	0
P53617	35588;	NRD1	NP_014148	NRD1	YNL251C	D6W0U2;	0
Q03125	32098;	NRG1	NP_010328	NRG1	YDR043C	D6VS31;	0
P53136	33140;	NSA1	NP_011404	NSA1	YGL111W	D6VU36;	0
P40078	36870;	NSA2	NP_011052	NSA2	YER126C	D3DM32;	0
P43124	31957;	NSE4	NP_010178	NSE4	YDL105W	D6VRP5;	0
Q12457	32076;	NSI1	NP_010309	NSI1	YDR026C	D6VS11;	0
P27476	33407;	NSR1	NP_011675	NSR1	YGR159C	D6VUT9;	0
Q02629	34065;	NUP100	NP_012855	NU100	YKL068W	D6VXL9;	0
Q02630	35221;	NUP116	NP_013762	NU116	YMR047C	D6VZM2;	0
P40064	36851;	NUP157	NP_011031	NU157	YER105C	D3DM12;	0
Q12515	31893;	PAR32	NP_010108	PAR32	YDL173W	D6VRH9;Q6Q543;	0
P32896	32137;	PDC2	NP_010366	PDC2	YDR081C	D6VS68;E9PAG9;	0
P38075	32736;	PDX3	NP_009591	PDX3	YBR035C	D6VQ35;	0
P38848	36584;	PEX28	NP_012020	PEX28	YHR150W	D3DL99;	0
P32800	33548;	PEX2	NP_012325	PEX2	YJL210W	D6VVY4;	2
P38292	32868;	PEX32	NP_009727	PEX32	YBR168W	D6VQG4;E9P8W7;	0
P33400	36395;	RIM101	NP_011836	PACC	YHL027W	D3DKU1;	0
P0CE86	35933;	PAU21	NP_015039	PAU21	YOR394W	D6W386;P42221;Q92395;	2
P0CE90	35902;	PAU6	NP_013036	PAU6	YNR076W	D6VXU5;P52921;	0
P10963	34228;	PCK1	NP_013023	PCKA	YKR097W	D6VXF8;E9P963;	0
Q12477	31887;	PCL9	NP_010102	PCL9	YDL179W	D6VRH3;	0
P26263	33329;	PDC6	NP_011601	PDC6	YGR087C	D6VUL9;	0
P40038	36800;	PCL6	NP_010980	PCL6	YER059W	D3DLW3;	0
P40091	36898;	PEA2	NP_011076	PEA2	YER149C	D3DM56;Q70DC9;Q70DD1;Q70DD2;Q70DD3;Q70DD4;Q70DD6;Q70DD7;Q70DD8;	0
P36139	34178;	PET10	NP_012972	PET10	YKR046C	D6VXA8;	0
Q03289	32513;	PFA5	NP_010747	PFA5	YDR459C	D6VT83;	0
P40005	36728;	GIM4	NP_010913	PFD2	YEL003W	A2TBP1;D3DLP4;	0
Q04493	35049;	GIM5	NP_013616	PFD5	YML094W	D6W0J1;	0
P53896	35671;	PGA1	NP_014241	PGA1	YNL158W	D6W125;	0
Q12746	35080;	PGA3	NP_013581	PGA3	YML125C	D6W0G0;	0
Q08959	35979;	PGC1	NP_015118	PGC1	YPL206C	D6W3G4;	0
P00560	30991;	PGK1	NP_009938	PGK	YCR012W	D6VR21;	0
P0CE93	33018;	PAU11	NP_009332	PAU11	YGL261C	D6VPE8;P53055;Q7LI06;	0
P0CE89	34820;	PAU14	NP_012093	PAU14	YIL176C	D6VVB7;P38924;P40435;	0
P35994	33942;	PAU16	NP_012698	PAU16	YKL224C	D6VWY0;	0
P15873	32794;	POL30	NP_009645	PCNA	YBR088C	D6VQ89;	0
P16467	31403;	PDC5	NP_013235	PDC5	YLR134W	D6VYC9;	0
P17967	30941;	PDI1	NP_009887	PDI	YCL043C	D6VQX3;	0
Q99373	36024;	PET20	NP_015166	PET20	YPL159C	D6W3K9;	0
P10834	33475;	PET54	NP_011738	PET54	YGR222W	D6VV04;	0
P32452	35523;	PHA2	NP_014083	PHA2	YNL316C	D6W0M9;	0
P36093	34089;	PHD1	NP_012881	PHD1	YKL043W	D6VXP3;Q2VQ88;	0
P50947	35726;	PHO23	NP_014302	PHO23	YNL097C	D6W183;Q45TZ9;	0
P25297	35082;	PHO84	NP_013583	PHO84	YML123C	D6W0G2;	0
P17157	36147;	PHO85	NP_015294	PHO85	YPL031C	D6W3Y2;Q03089;Q06888;	0
Q03674	35176;	PLB2	NP_013719	PLB2	YMR006C	D6VZI1;	0
P19657	36143;	PMA2	NP_015289	PMA2	YPL036W	D6W3X8;	0
P00950	33985;	GPM1	NP_012770	PMG1	YKL152C	D6VX45;Q02117;	0
Q07930	31290;	PML1	NP_013116	PML1	YLR016C	D6VY18;Q06901;	0
P07283	31102;	SEC53	NP_116609	PMM	YFL045C	D6VTI5;Q70D76;Q70D77;	0
P47190	34707;	PMT3	NP_014966	PMT3	YOR321W	D6W319;	0
P46971	33899;	PMT4	NP_012677	PMT4	YJR143C	D6VWW2;	0
P52867	31967;	PMT5	NP_010190	PMT5	YDL093W	D6VRQ5;Q92181;	0
P25576	30938;	POF1	NP_009883	POF1	YCL047C	D6VQX0;	0
P38208	32680;	POP8	NP_009535	POP8	YBL018C	D6VPY2;	0
Q06892	35995;	POS5	NP_015136	POS5	YPL188W	D6W3I1;Q08928;	0
P32345	32130;	PPH3	NP_010360	PP4C	YDR075W	D6VS61;	0
P38693	36650;	PHO12	NP_012087	PPAC	YHR215W	D3DLH0;	0
P40506	34909;	CAB2	NP_012183	PPCS	YIL083C	D6VVK3;	0
P41812	35615;	POP1	NP_014178	POP1	YNL221C	D6W0W9;	0
P39008	35877;	POP2	NP_014450	POP2	YNR052C	D6W1M7;	0
P28005	31733;	POP5	NP_009369	POP5	YAL033W	D6VPI5;	0
P34221	32643;	PTC3	NP_009497	PP2C3	YBL056W	D6VPU4;Q92330;	0
P38698	36635;	PPX1	NP_012071	PPX1	YHR201C	D3DLF0;	0
P53633	35780;	YIP3	NP_014354	PRA1	YNL044W	D6W1D5;	0
P40534	34953;	PRM2	NP_012227	PRM2	YIL037C	D6VVP5;	0
Q08931	35991;	PRM3	NP_015132	PRM3	YPL192C	D6W3H6;	0
Q04705	35121;	PRM6	NP_013666	PRM6	YML047C	D6VZC8;	0
P39551	31809;	PRM9	NP_009418	PRM9	YAR031W	D6VPN2;	0
P32264	32352;	PRO1	NP_010586	PROB	YDR300C	D6VSS9;	0
P15938	34217;	PRP16	NP_013012	PRP16	YKR086W	D6VXE6;	0
P24384	36745;	PRP22	NP_010929	PRP22	YER013W	D3DLR0;	0
P49704	33334;	PRP31	NP_011605	PRP31	YGR091W	D6VUM3;Q66R99;	0
Q03776	32286;	PRP42	NP_010521	PRP42	YDR235W	D6VSL6;	0
P19736	32026;	PRP9	NP_010254	PRP9	YDL030W	D6VRW2;	0
P28708	34019;	PRR1	NP_012806	PRR1	YKL116C	D6VXH3;	0
P47032	33677;	PRY1	NP_012456	PRY1	YJL079C	D6VWA4;	0
P53043	33370;	PPT1	NP_011639	PPT1	YGR123C	D6VUQ5;	0
Q12036	36035;	PPT2	NP_015177	PPT2	YPL148C	D6W3M1;	0
P26570	35153;	PPZ1	NP_013696	PPZ1	YML016C	D6VZF8;Q00979;	0
Q12417	36032;	PRP46	NP_015174	PRP46	YPL151C	D6W3L8;	0
P20053	36350;	PRP4	NP_015504	PRP4	YPR178W	D6W4H8;	0
P19735	32756;	PRP6	NP_009611	PRP6	YBR055C	D6VQ54;	0
P33334	36599;	PRP8	NP_012035	PRP8	YHR165C	D3DLB4;	0
P53549	34649;	RPT4	NP_014902	PRS10	YOR259C	D6W2W0;Q08718;	0
P33297	34513;	RPT5	NP_014760	PRS6A	YOR117W	D6W2H6;	0
P23638	33383;	PRE9	NP_011651	PSA3	YGR135W	D6VUR7;	0
P32379	33504;	PUP2	NP_011769	PSA5	YGR253C	D6VV33;	0
P21242	34747;	PRE10	NP_015007	PSA7	YOR362C	D6W357;	0
P25043	34553;	PUP1	NP_014800	PSB2	YOR157C	D6W2L4;	0
P25451	36840;	PUP3	NP_011020	PSB3	YER094C	D3DM02;	0
P30657	31208;	PRE4	NP_116708	PSB7	YFR050C	D6VTT3;E9P8Z8;	0
Q12164	31230;	POM33	NP_013077	POM33	YLL023C	D6VXY1;	0
P38336	32953;	POP4	NP_009816	POP4	YBR257W	D6VQQ4;	0
P53218	33275;	POP6	NP_011544	POP6	YGR030C	D6VUG5;	0
P53691	31484;	CPR6	NP_013317	PPID	YLR216C	D6VYL7;Q6Q5K7;	0
P32945	36003;	PPQ1	NP_015146	PPQ1	YPL179W	D6W3I9;	0
P38148	32971;	PPS1	NP_009835	PPS1	YBR276C	D6VQS2;	0
P54885	34709;	PRO2	NP_014968	PROA	YOR323C	D6W321;	0
P33411	33250;	PRP18	NP_011520	PRP18	YGR006W	D6VUE3;Q02459;Q05724;	0
P32523	31217;	PRP19	NP_013064	PRP19	YLL036C	D6VXW9;Q07870;	0
P32524	33555;	PRP21	NP_012332	PRP21	YJL203W	D6VVZ1;Q6Q5G7;	0
P49960	35446;	PRP24	NP_013995	PRP24	YMR268C	D6W094;E9P966;	0
Q00723	33317;	PRP38	NP_011589	PRP38	YGR075C	D6VUK7;	0
P33203	34120;	PRP40	NP_012913	PRP40	YKL012W	D6VXS4;	0
P28004	31734;	PRP45	NP_009370	PRP45	YAL032C	D6VPI6;	0
Q12428	36178;	PDH1	NP_015326	PRPD	YPR002W	D6W413;	0
P38197	32661;	YBL036C	NP_009517	PLPHP	YBL036C	D6VPW3;Q6B256;	0
Q12412	34557;	PNS1	NP_014804	PNS1	YOR161C	D6W2L8;Q6B2U3;	0
P38218	32725;	POA1	NP_009578	POA1	YBR022W	D6VQ24;	0
Q04049	32477;	RAD30	NP_010707	POLH	YDR419W	D6VT49;	0
P23595	31857;	PPH22	NP_010093	PP2A2	YDL188C	D6VRG5;	0
P11491	32533;	PHO8	NP_010769	PPB	YDR481C	D6VTA4;E9P949;Q03374;	0
P32903	31007;	PMP1	NP_058137	PMP1	YCR024C-A	D6VR35;Q76PA9;	0
P42934	33452;	PMT6	NP_011715	PMT6	YGR199W	D6VUY1;	0
P36040	33917;	ADD66	NP_012716	POC2	YKL206C	D6VWZ7;	0
P40164	35633;	PSY2	NP_014198	PP4R3	YNL201C	D6W0Y7;	0
P42946	33648;	PRM10	NP_012427	PRM10	YJL108C	D6VW76;E9P8R0;E9P8T9;	0
P53835	35562;	PRM1	NP_014120	PRM1	YNL279W	D6W0R5;	0
P40476	34874;	PRM5	NP_012149	PRM5	YIL117C	D6VVH0;	0
P53174	33195;	PRM8	NP_011462	PRM8	YGL053W	D6VU88;	0
P40968	32421;	CDC40	NP_010652	PRP17	YDR364C	D6VSZ3;Q06341;	0
P32838	35856;	PPG1	NP_014429	PP2A4	YNR032W	D6W1K6;E9P8U5;	0
P38797	36510;	PTC7	NP_011943	PP2C7	YHR076W	A2TBN2;D3DL26;Q06HN3;	0
P00635	32799;	PHO5	NP_009651	PPA5	YBR093C	D6VQ94;	0
P40494	34897;	PRK1	NP_012171	PRK1	YIL095W	D6VVJ2;Q02553;	0
Q12498	36027;	PRM4	NP_015169	PRM4	YPL156C	D6W3L2;	0
P40327	32047;	RPT2	NP_010277	PRS4	YDL007W	D6VRY1;	0
P25375	30929;	PRD1	NP_009874	PRTD	YCL057W	D6VQW0;E9P942;	0
P34227	32635;	PRX1	NP_009489	PRX1	YBL064C	D6VPT6;	0
Q12445	31292;	POM34	NP_013118	POM34	YLR018C	D6VY20;E9P8U3;Q7LGY6;	0
P35182	32048;	PTC1	NP_010278	PP2C1	YDL006W	D6VRY2;	0
P38089	32826;	PTC4	NP_009683	PP2C4	YBR125C	D6VQC2;	0
P07272	31288;	PPR1	NP_013114	PPR1	YLR014C	D6VY16;	0
P14242	35741;	PMS1	NP_014317	PMS1	YNL082W	D6W197;Q2I044;Q2I045;Q45TY4;Q8TG48;Q8TG50;Q8TG54;Q8TG57;	0
Q06644	32360;	PMT7	NP_010593	PMT7	YDR307W	D6VST6;	0
P36069	34007;	PMU1	NP_012794	PMU1	YKL128C	D6VX67;E9P8Y9;	0
P19881	31875;	PHO13	NP_010045	PNPP	YDL236W	D6VRC0;Q07689;	0
P38291	32867;	POP7	NP_009726	POP7	YBR167C	D6VQG3;E9P8X7;	0
P20604	32011;	SIT4	NP_010236	PP11	YDL047W	D6VRU8;	0
P32598	36877;	GLC7	NP_011059	PP12	YER133W	D3DM39;	0
P23287	31692;	CNA1	NP_013537	PP2B1	YLR433C	D6VZ68;	0
P39966	36834;	PTC2	NP_011013	PP2C2	YER089C	D3DLZ6;	0
P38193	32651;	PSY4	NP_009507	PP4R2	YBL046W	D6VPV2;Q6B302;	0
P40012	36746;	HEM14	NP_010930	PPOX	YER014W	D3DLR1;	0
P10363	35000;	PRI1	NP_012273	PRI1	YIR008C	D6VVT8;	0
P20457	34088;	PRI2	NP_012879	PRI2	YKL045W	D6VXP2;	0
Q07418	31994;	PEX19	NP_010218	PEX19	YDL065C	D6VRT2;	0
P33760	35512;	PEX6	NP_014070	PEX6	YNL329C	D6W0L8;	0
P48363	33320;	PAC10	NP_011592	PFD3	YGR078C	D6VUL0;	0
Q03262	35457;	PRM15	NP_014005	PGM3	YMR278W	D6W0A5;	0
P18898	33099;	CDC43	NP_011360	PGTB1	YGL155W	D6VTZ6;	0
P40187	34945;	PIG2	NP_012219	PIG2	YIL045W	D6VVN7;E9P960;	0
P39104	35573;	PIK1	NP_014132	PIK1	YNL267W	D6W0S7;	0
P53059	33022;	MNT2	NP_011257	MNT2	YGL257C	D6VV78;	0
Q99316	34314;	MPD2	NP_014553	MPD2	YOL088C	D6W1Y0;	0
P11914	36455;	MAS2	NP_011889	MPPA	YHR024C	D3DKX1;	0
P07266	35012;	MRS1	NP_012287	MRS1	YIR021W	D6VVV1;	0
P33201	34123;	MRT4	NP_012916	MRT4	YKL009W	D6VXS7;	0
Q05648	32335;	MRX10	NP_010568	MRX10	YDR282C	D6VSR2;	0
Q03455	32255;	MSC2	NP_010491	MSC2	YDR205W	D6VSI6;	0
P38694	36470;	MSC7	NP_011904	MSC7	YHR039C	D3DKY6;	0
P25846	36553;	MSH1	NP_011988	MSH1	YHR120W	D3DL70;	0
P25336	31064;	MSH3	NP_010016	MSH3	YCR092C	D6VR92;	0
P40567	35001;	MSL1	NP_012274	MSL1	YIR009W	D6VVT9;	0
P40990	31955;	MSS2	NP_010176	MSS2	YDL107W	D6VRP3;	0
P39552	31810;	MST28	NP_009419	MST28	YAR033W	D6VPN3;	0
P32633	300943;	MTC7	NP_010881	MTC7	YEL033W	D3DLL6;	0
P0CX80	36487;	CUP1-1	NP_011920	MTCU1	YHR053C	D3DL02;P07215;	0
P14908	35406;	MTF1	NP_013955	MTF1	YMR228W	D6W053;	0
P43603	31177;	LSB3	NP_219497	LSB3	YFR024C-A	D6VTQ4;	0
P53145	33150;	LSG1	NP_011416	LSG1	YGL099W	D6VU46;	0
P38828	36554;	LSM12	NP_011989	LSM12	YHR121W	D3DL71;	0
P38203	32672;	LSM2	NP_009527	LSM2	YBL026W	D6VPX4;	0
P57743	31697;	LSM3	NP_013543	LSM3	YLR438C-A	D6VZ73;Q05176;Q06759;	0
P40089	36895;	LSM5	NP_011073	LSM5	YER146W	D3DM53;	0
Q06406	32437;	LSM6	NP_010666	LSM6	YDR378C	D6VT10;	0
Q3E772	37002;	LSO2	NP_878080	LSO2	YGR169C-A	D6VUV3;	0
Q12230	36173;	LSP1	NP_015321	LSP1	YPL004C	D6W408;	0
P34239	33962;	LST4	NP_012745	LST4	YKL176C	D6VX24;	0
P40971	32083;	LYS14	NP_010317	LYS14	YDR034C	D6VS18;	0
P40957	33164;	MAD1	NP_011429	MAD1	YGL086W	D6VU58;	0
Q06436	31687;	MAG2	NP_013531	MAG2	YLR427W	D6VZ63;	0
P22134	36891;	MAG1	NP_011069	MAG	YER142C	D3DM49;	0
P38158	32992;	MAL32	NP_009858	MAL32	YBR299W	D6VQU5;	0
P0CW41	34824;	IMA4	NP_012096	MALX4	YJL221C	D6VVX6;P40439;	0
P39534	NA	MBB1	NA	MBB1	YJL199C	A0A1S0T090;	0
P03873	34795;	BI2	NP_009318	MBI2	Q0110	A0A0A7P383;Q9T2W1;Q9ZZW8;	0
P03879	34778;	BI4	NP_009316	MBI4	Q0120	A0A0A7NYH9;Q02324;Q9ZZW6;	0
P0CY08	31022;	MATALPHA2	NP_009866	MTAL2	YCR039C	D6VQV2;P01367;P01368;Q6B2C0;	0
Q06489	36285;	MRI1	NP_015443	MTNA	YPR118W	D6W4B7;	0
P25566	30950;	MXR2	NP_009897	MXR2	YCL033C	D6VQY2;	0
P08964	36454;	MYO1	NP_011888	MYO1	YHR023W	D3DKX0;	0
P42951	33657;	LSB6	NP_012435	LSB6	YJL100W	D6VW84;	0
Q3E827	37011;	LSO1	NP_878106	LSO1	YJR005C-A	D6VWI0;	0
P40495	34898;	LYS12	NP_012172	LYS12	YIL094C	D6VVJ3;	0
P23060	31000;	MAK32	NP_009946	MAK32	YCR019W	D6VR27;	0
Q01662	31511;	MAP1	NP_013345	MAP1	YLR244C	D6VYP2;	0
P30952	35709;	MLS1	NP_014282	MASY	YNL117W	B0KZR8;B0KZS7;B0KZU5;B0KZY1;B0L026;D6W165;Q4KQ64;Q4KQ91;Q4KQC3;Q4KQC4;Q4KQC8;	0
Q01159	33121;	CEG1	NP_011385	MCE1	YGL130W	D6VU18;Q9URD1;	0
Q07376	32005;	MCH1	NP_010229	MCH1	YDL054C	D6VRU2;	0
Q08268	34282;	MCH4	NP_014522	MCH4	YOL119C	D6W1U9;	0
O60200	34080;	MDM35	NP_012870	MDM35	YKL053C-A	D6VXN4;Q6Q599;	0
Q02574	31554;	MEC3	NP_013391	MEC3	YLR288C	D6VYT4;P87260;Q05887;	0
Q06213	36341;	NUT2	NP_015494	MED10	YPR168W	D6W4G9;	0
Q12321	36242;	MED1	NP_015395	MED1	YPR070W	D6W474;	0
P34162	36473;	SRB2	NP_011907	MED20	YHR041C	D3DKY9;	0
P32570	32948;	SRB6	NP_009812	MED22	YBR253W	D6VQP9;	0
P53114	33102;	NUT1	NP_011364	MED5	YGL151W	D6VTZ9;	0
P38304	32890;	MED8	NP_009752	MED8	YBR193C	D6VQI7;	0
P53390	36307;	MEP3	NP_015464	MEP3	YPR138C	D6W4D6;Q6B2F5;	0
P32179	34337;	MET22	NP_014577	MET22	YOL064C	D6W203;Q6RFY5;	0
Q12041	32303;	MET32	NP_010539	MET32	YDR253C	D6VSN3;	0
P08536	33766;	MET3	NP_012543	MET3	YJR010W	D6VWI5;Q66R66;	0
P47169	33893;	MET5	NP_116579	MET5	YJR137C	D6VWV6;	0
Q12171	34543;	MDM32	NP_014790	MDM32	YOR147W	D6W2K4;	0
P19263	31345;	RGR1	NP_013172	MED14	YLR071C	D6VY72;Q07999;	0
P19659	34353;	GAL11	NP_014591	MED15	YOL051W	D6W217;Q08221;	0
P41948	35685;	MEP2	NP_014257	MEP2	YNL142W	D6W140;	0
P39014	34944;	MET30	NP_012218	MET30	YIL046W	D6VVN6;	0
P05694	36836;	MET6	NP_011015	METE	YER091C	D3DLZ8;P38010;Q02488;Q27JJ8;	0
P19358	32553;	SAM2	NP_010790	METK2	YDR502C	D6VTC4;E9P927;	0
Q04533	35058;	YML082W	NP_013628	METX	YML082W	D6W0K0;	0
P01149	35996;	MF(ALPHA)1	NP_015137	MFAL1	YPL187W	D6W3I2;P25041;	0
P43594	31161;	MIC19	NP_116666	MIC19	YFR011C	D6VTP1;	0
Q08176	34374;	MIM1	NP_014616	MIM1	YOL026C	D6W239;	0
P38760	36444;	MIP6	NP_011879	MIP6	YHR015W	D3DKW0;	0
P38860	36602;	MTG2	NP_012038	MTG2	YHR168W	D3DLB7;Q6DUF2;	0
P47095	33777;	MDE1	NP_012558	MTNB	YJR024C	D6VWJ7;	0
Q03920	32194;	MTQ2	NP_010424	MTQ2	YDR140W	D6VSC3;	0
Q08750	34686;	MUM3	NP_014941	MUM3	YOR298W	D6W2Z7;	0
P40562	34993;	MPH1	NP_012267	MPH1	YIR002C	D6VVT2;	0
P53869	35625;	MRX7	NP_014188	MRX7	YNL211C	D6W0X9;	0
Q12317	34288;	MSB4	NP_014529	MSB4	YOL112W	D6W1V5;Q05377;Q05378;	0
Q08818	34739;	MSC6	NP_014999	MSC6	YOR354C	D6W349;	0
P38590	35771;	MSG5	NP_014345	MSG5	YNL053W	D6W1C6;	0
P40965	31143;	MSH4	NP_116652	MSH4	YFL003C	D6VTM6;	0
P13712	32892;	MSI1	NP_009754	MSI1	YBR195C	D6VQI9;	0
P52918	32392;	MSN5	NP_010622	MSN5	YDR335W	D6VSW7;	0
P40029	36778;	MXR1	NP_010960	MSRA	YER042W	D3DLU2;	0
P08593	36301;	MSS18	NP_015460	MSS18	YPR134W	D6W4D1;	0
P32335	31471;	MSS51	NP_013304	MSS51	YLR203C	D6VYK4;	0
P47018	33633;	MTC1	NP_012412	MTC1	YJL123C	D6VW63;	0
P34246	34035;	MTC2	NP_012824	MTC2	YKL098W	D6VXI9;	0
