Uniprot-ID	Biogrid-ID	Gene-Name	Ref-Seq	Protein-Name	Gene-ID	Old-Uniprot-IDs	Isoformes
P25615	30992;	POL4	NP_009940	DPO4	YCR014C	D6VR22;	0
P46957	33762;	POL31	NP_012539	DPOD2	YJR006W	D6VWI1;	0
P21951	35577;	POL2	NP_014137	DPOE	YNL262W	D6W0T1;	0
P53168	33186;	DUO1	NP_011454	DUO1	YGL061C	D6VU80;	0
P32528	32904;	DUR1,2	NP_009767	DUR1	YBR208C	D6VQK5;	0
P33413	36407;	DUR3	NP_011847	DUR3	YHL016C	D3DKP5;	0
P53759	35061;	DUS1	NP_013631	DUS1	YML080W	D6W0K3;	0
Q12283	34615;	MCT1	NP_014864	FABD	YOR221C	D6W2S6;	0
P40546	34969;	FAF1	NP_012245	FAF1	YIL019W	D6VVR0;Q6Q5G5;	0
Q12099	32071;	FAL1	NP_010304	FAL1	YDR021W	D6VS07;	0
Q03254	35456;	FCP1	NP_014004	FCP1	YMR277W	D6W0A4;	0
Q08913	34771;	FEX1	NP_015035	FEX1	YOR390W	D6W383;	0
Q08991	35936;	FEX2	NP_015044	FEX2	YPL279C	D6W393;	0
P39676	33486;	YHB1	NP_011750	FHP	YGR234W	D6VV14;Q6B1W6;Q9C1R6;	0
P32771	31897;	SFA1	NP_010113	FADH	YDL168W	D6VRI3;	0
Q08911	34769;	FDH1	NP_015033	FDH1	YOR388C	D6W381;	0
P38993	35233;	FET3	NP_013774	FET3	YMR058W	D6VZN2;	0
P53279	33379;	FHN1	NP_011647	FHN1	YGR131W	D6VUR3;	0
Q08907	34764;	FIT3	NP_015028	FIT3	YOR383C	D6W376;	0
P40466	34860;	FKH1	NP_012135	FKH1	YIL131C	D6VVF6;Q45U14;	0
P38124	32709;	FLR1	NP_009562	FLR1	YBR008C	D6VQ09;	0
Q12343	34568;	MED4	NP_014817	MED4	YOR174W	D6W2N0;	0
Q08278	34241;	MED7	NP_014506	MED7	YOL135C	D6W1T4;	0
P16523	35626;	MER1	NP_014189	MER1	YNL210W	D6W0Y0;	0
Q03081	36141;	MET31	NP_015287	MET31	YPL038W	D6W3X6;	0
P32389	35720;	MET4	NP_014296	MET4	YNL103W	D6W176;	0
P34166	35683;	MFA2	NP_014254	MFA2	YNL145W	D6W138;	0
Q04922	32272;	MFB1	NP_010505	MFB1	YDR219C	D6VSK2;	0
Q96VH5	30928;	MIC10	NP_065435	MIC10	YCL057C-A	D6VQV9;	0
P53035	33047;	MIG2	NP_011306	MIG2	YGL209W	D6VTU6;O11853;O11854;	0
P40002	36724;	MIT1	NP_010909	MIT1	YEL007W	D3DLP0;	0
P34072	35747;	MKS1	NP_014323	MKS1	YNL076W	D6W1A3;Q02533;	0
Q06164	31584;	MMS22	NP_013424	MMS22	YLR320W	D6VYW3;	0
P38257	32804;	MMS4	NP_009656	MMS4	YBR098W	D6VQ99;P38259;Q6B1Z9;Q9URQ2;	0
P50108	32296;	MNN10	NP_010531	MNN10	YDR245W	D6VSM5;	0
P39107	36130;	MNN9	NP_015275	MNN9	YPL050C	D6W3W4;	0
P32906	33886;	MNS1	NP_012665	MNS1	YJR131W	D6VWU9;	0
Q12374	36322;	NCA2	NP_015481	NCA2	YPR155C	D6W4F1;	0
P32500	35138;	NDC1	NP_013681	NDC1	YML031W	D6VZE3;	0
Q06568	31521;	NDL1	NP_013355	NDE1	YLR254C	D6VYQ1;	0
P11633	32795;	NHP6B	NP_009647	NHP6B	YBR089C-A	A2TBM2;D6VQ90;P89500;P89501;	0
Q12129	31624;	NMD4	NP_013467	NMD4	YLR363C	D6VZ01;	0
P47149	33868;	NNF1	NP_012646	NNF1	YJR112W	D6VWT1;Q06779;	0
Q08444	34454;	NOB1	NP_014699	NOB1	YOR056C	D6W2B9;O00021;	0
Q07896	31275;	NOC3	NP_013102	NOC3	YLR002C	D6VY04;Q92280;	0
Q02892	36088;	NOG1	NP_015232	NOG1	YPL093W	D6W3S4;	0
P53927	35715;	NOP15	NP_014289	NOP15	YNL110C	D6W171;	0
Q12499	34698;	NOP58	NP_014955	NOP58	YOR310C	D6W309;	0
Q12200	36171;	NCR1	NP_015319	NPC1	YPL006W	D6W406;	0
P39997	36715;	NPP2	NP_010900	NPP2	YEL016C	D3DLN4;Q6B2P3;	0
P22211	35649;	NPR1	NP_014216	NPR1	YNL183C	D6W103;	0
P38742	36399;	NPR3	NP_011840	NPR3	YHL023C	D3DKU5;	0
P53045	33305;	ERG25	NP_011574	MSMO	YGR060W	D6VUJ5;E9P8T3;Q45U26;	0
P53604	35874;	MSO1	NP_014447	MSO1	YNR049C	D6W1M4;	2
P32559	35194;	MSS1	NP_013736	MSS1	YMR023C	D6VZJ7;Q0PHA7;	0
P53944	35760;	MTQ1	NP_014336	MTQ1	YNL063W	D6W1B7;	0
P36006	34006;	MYO3	NP_012793	MYO3	YKL129C	D6VX66;	0
Q12387	34326;	MDM20	NP_014566	NAA25	YOL076W	D6W1Z2;	0
Q8TGN9	NA	NAG1	NP_001027023	NAG1	YGR031C-A	D6VUG7;	0
P50107	35167;	GLO1	NP_013710	LGUL	YML004C	D6VZH1;Q9HFG0;Q9URB5;	0
Q03579	35478;	LIP1	NP_014027	LIP1	YMR298W	D6W0C5;	0
P43586	31149;	LOC1	NP_116656	LOC1	YFR001W	D6VTN1;	0
P53905	35681;	LSM7	NP_014252	LSM7	YNL147W	D6W135;	0
P47093	33776;	LSM8	NP_012556	LSM8	YJR022W	D6VWJ6;	0
Q04781	35426;	RKR1	NP_013975	LTN1	YMR247C	D6W074;Q04029;	0
Q07508	31973;	LUC7	NP_010196	LUC7	YDL087C	D6VRR1;	0
P33441	35104;	MFT1	NP_013649	MFT1	YML062C	D6VZB1;	0
P26188	31846;	MGT1	NP_010081	MGMT	YDL200C	D6VRF4;	0
Q04472	35291;	MGR3	NP_013833	MGR3	YMR115W	D6VZT8;	0
Q06630	32348;	MHR1	NP_010582	MHR1	YDR296W	D6VSS5;	0
Q03667	35172;	MIX17	NP_013715	MIX17	YMR002W	D6VZH7;	0
P53141	33144;	MLC1	NP_011409	MLC1	YGL106W	D6VU40;	0
P40457	34843;	MLP2	NP_012117	MLP2	YIL149C	D6VVD8;	0
P53102	33072;	MND1	NP_011332	MND1	YGL183C	D6VTX1;	0
P39106	36731;	MNN1	NP_010916	MNN1	YER001W	D3DLP7;	0
P36044	33921;	MNN4	NP_012721	MNN4	YKL201C	D6VX01;P36043;P89095;	0
P53129	33127;	MON1	NP_011391	MON1	YGL124C	D6VU24;	0
Q08962	35974;	NIP7	NP_015113	NIP7	YPL211W	D6W3F9;	0
Q12493	32444;	NKP1	NP_010671	NKP1	YDR383C	D6VT17;	0
Q01560	32489;	NPL3	NP_010720	NOP3	YDR432W	D6VT60;	0
Q12460	31467;	NOP56	NP_013298	NOP56	YLR197W	D6VYK0;	0
P25353	31008;	NPP1	NP_009955	NPP1	YCR026C	D6VR36;Q8NIL9;	0
P39923	36667;	NPR2	NP_010852	NPR2	YEL062W	D3DLI8;Q6B264;	0
P40460	34848;	NDC80	NP_012122	NDC80	YIL144W	D6VVE3;	0
Q08972	35959;	NEW1	NP_015098	NEW1	YPL226W	D6W3E4;Q05402;Q7LHP2;	0
P53081	33038;	NIF3	NP_011294	NIF3	YGL221C	D6VVB4;E9P932;	0
P33420	36009;	NIP100	NP_015151	NIP80	YPL174C	D6W3J4;Q08917;	0
P40447	34829;	NIT1	NP_012102	NIT1	YIL164C	D6VVC3;Q05729;Q6Q5A1;	0
P47016	33630;	NIT2	NP_012409	NIT2	YJL126W	D6VW60;Q71SQ0;	0
Q06178	31592;	NMA1	NP_013432	NMA1	YLR328W	D6VYX0;	0
P38798	36511;	NMD2	NP_011944	NMD2	YHR077C	D3DL27;	0
P36003	33967;	NNK1	NP_012750	NNK1	YKL171W	D6VX29;	0
P38757	36429;	NEM1	NP_011867	NEM1	YHR004C	D3DKU7;	0
Q03264	35465;	NGL2	NP_014012	NGL2	YMR285C	D6W0B2;	0
P11632	36227;	NHP6A	NP_015377	NHP6A	YPR052C	D6W459;	0
Q04121	32510;	NHX1	NP_010744	NHX1	YDR456W	D6VT80;	0
P34077	31150;	NIC96	NP_116657	NIC96	YFR002W	D6VTN2;	0
Q06162	31580;	NKP2	NP_013419	NKP2	YLR315W	D6VYV9;	0
P53920	35704;	NMA111	NP_014276	NM111	YNL123W	B0KZR3;B0KZU0;B0KZX6;B0L003;B0L021;D6W160;	0
P38861	36604;	NMD3	NP_012040	NMD3	YHR170W	D3DLB9;	0
P36010	34067;	YNK1	NP_012856	NDK	YKL067W	D6VXM0;	0
Q12181	36224;	TAH18	NP_015373	NDOR1	YPR048W	D6W456;	0
P36052	33976;	YKL162C	NP_012760	NDUF7	YKL162C	D6VX37;	0
P0CE68	34234;	NFT1	NP_013029	NFT1	YKR103W	D6VXG4;P36028;P36171;Q53ZY4;Q6Q5L3;	0
P53939	35745;	NIS1	NP_014321	NIS1	YNL078W	D6W1A1;	0
P49954	31613;	NIT3	NP_013455	NIT3	YLR351C	D6VYY9;Q71SP9;	0
P25382	31047;	RSA4	NP_009997	NLE1	YCR072C	D6VR74;Q8NKJ4;	0
P53742	35878;	NOG2	NP_014451	NOG2	YNR053C	D6W1M8;	0
Q6Q547	36506;	NOP10	NP_058135	NOP10	YHR072W-A	D3DL22;	0
Q08208	34361;	NOP12	NP_014601	NOP12	YOL041C	D6W225;	0
P53317	33502;	NOP19	NP_011767	NOP19	YGR251W	D6VV31;	0
P37838	36136;	NOP4	NP_015282	NOP4	YPL043W	D6W3X0;	0
P06102	34952;	NOT3	NP_012226	NOT3	YIL038C	D6VVP4;Q6B233;	0
Q12514	36245;	NOT5	NP_015397	NOT5	YPR072W	D6W476;	0
P38082	32769;	NRG2	NP_009622	NRG2	YBR066C	D6VQ65;	0
P53718	35834;	NRM1	NP_014406	NRM1	YNR009W	D6W1I4;	0
P38632	36711;	MMS21	NP_010896	NSE2	YEL019C	D3DLN0;	0
P38830	36557;	NDT80	NP_011992	NDT80	YHR124W	D3DL74;Q66R83;	0
P47035	33680;	NET1	NP_012459	NET1	YJL076W	D6VWA8;	0
P32860	34092;	NFU1	NP_012884	NFU1	YKL040C	D6VXP6;	0
P32495	31838;	NHP2	NP_010073	NHP2	YDL208W	D6VRE6;	0
P14743	31465;	NMT1	NP_013296	NMT	YLR195C	D6VYJ8;	0
Q99207	31913;	NOP14	NP_010133	NOP14	YDL148C	D6VRK0;	0
P40991	35762;	NOP2	NP_014338	NOP2	YNL061W	D6W1B9;E9P914;	0
P06100	31900;	CDC36	NP_010116	NOT2	YDL165W	D6VRI6;	0
Q9ZZW3	NA	Q0143	NA	Q0143	Q0143	NA	0
P22289	33435;	QCR9	NP_011699	QCR9	YGR183C	D6VUW6;	0
P38230	32748;	ZTA1	NP_009602	QOR	YBR046C	D6VQ46;	0
P31244	32817;	RAD16	NP_009672	RAD16	YBR114W	D6VQB3;	0
P10862	31042;	RAD18	NP_009992	RAD18	YCR066W	D6VR69;Q58AT6;	0
P14737	32270;	RAD9	NP_010503	RAD9	YDR217C	D6VSK0;Q04920;	0
P11938	35620;	RAP1	NP_014183	RAP1	YNL216W	D6W0X4;	0
Q03956	32253;	RAV2	NP_010488	RAV2	YDR202C	D6VSI4;	0
Q12270	35917;	RBD2	NP_015078	RBD2	YPL246C	D6W3C5;	0
Q12090	31380;	REX3	NP_013208	REXO3	YLR107W	D6VYA7;Q7LI70;	0
Q08237	34322;	REX4	NP_014561	REXO4	YOL080C	D6W1Y8;	0
P40339	34308;	RFC4	NP_014547	RFC4	YOL094C	D6W1X4;	0
P38251	32793;	RFC5	NP_009644	RFC5	YBR087W	D6VQ88;	0
Q12300	31923;	RGT2	NP_010143	RGT2	YDL138W	D6VRL0;	0
P38615	35316;	RIM11	NP_013859	RIM11	YMR139W	D6VZW2;Q6Q5K4;	0
P38127	32889;	RIM2	NP_009751	RIM2	YBR192W	D6VQI6;	0
P21672	34926;	RNR3	NP_012198	RIR3	YIL066C	D6VVL8;	0
P41805	31349;	RPL10	NP_013176	RL10	YLR075W	D6VY76;	0
Q3E757	33327;	RPL11B	NP_011599	RL11B	YGR085C	D6VUL7;P06380;	0
P0CX54	36675;	RPL12B	NP_010706	RL12B	YDR418W	D3DLJ6;P05741;P17079;	0
Q12690	31979;	RPL13A	NP_010201	RL13A	YDL082W	D6VRR7;	0
Q12495	36195;	RLF2	NP_015343	RLF2	YPR018W	D6W428;	0
Q12224	36092;	RLM1	NP_015236	RLM1	YPL089C	D6W3S8;	0
P38064	32659;	MRPL16	NP_009515	RM16	YBL038W	D6VPW1;Q07216;	0
P23369	33318;	MRPL25	NP_011590	RM25	YGR076C	D6VUK8;	0
P36526	32976;	MRPL27	NP_009841	RM27	YBR282W	D6VQS7;	0
P20084	35466;	MRPL33	NP_014013	RM33	YMR286W	D6W0B3;	0
P32387	32465;	MRP20	NP_010693	RM41	YDR405W	D6VT37;	0
P32388	33970;	MRP49	NP_012754	RM49	YKL167C	D6VX32;	0
P53724	35847;	MRPL50	NP_014419	RM50	YNR022C	D6W1J7;	0
Q06090	36266;	MRPL51	NP_015425	RM51	YPR100W	D6W498;	0
Q03441	32053;	RMD1	NP_010283	RMD1	YDL001W	D6VRY7;Q05210;	0
P43620	31206;	RMD8	NP_683716	RMD8	YFR048W	D6VTT1;	0
Q05635	32332;	RNH202	NP_010565	RNH2B	YDR279W	D6VSQ9;Q6Q5R1;	0
P32385	31268;	RNP1	NP_013054	RNP1	YLL046C	D6VXW1;	0
P53118	33108;	ROG1	NP_011371	ROG1	YGL144C	D6VU05;Q66RA3;	0
Q04847	35436;	ROY1	NP_013985	ROY1	YMR258C	D6W084;	0
P10964	34724;	RPA190	NP_014986	RPA1	YOR341W	D6W336;Q99330;	0
P20433	33617;	RPB4	NP_012395	RPB4	YJL140W	D6VW44;	0
P36121	34157;	RPC37	NP_012950	RPC5	YKR025W	D6VX90;	0
P32561	35511;	RPD3	NP_014069	RPD3	YNL330C	D6W0L7;	0
P46969	33635;	RPE1	NP_012414	RPE	YJL121C	D6VW65;	0
P43588	31152;	RPN11	NP_116659	RPN11	YFR004W	D6VTN4;Q8J0T5;	0
P38764	36458;	RPN1	NP_011892	RPN1	YHR027C	D3DKX4;	0
Q12377	31965;	RPN6	NP_010186	RPN6	YDL097C	D6VRQ3;	0
P25042	36237;	ROX1	NP_015390	ROX1	YPR065W	D6W469;	0
P47006	33610;	RPA34	NP_012387	RPA34	YJL148W	D6VW37;	0
P46669	34723;	RPA43	NP_014985	RPA43	YOR340C	D6W335;Q99187;	0
Q01080	35591;	RPA49	NP_014151	RPA49	YNL248C	D6W0U5;	0
P20436	34618;	RPB8	NP_014867	RPAB3	YOR224C	D6W2S9;	0
Q04307	32100;	RPC11	NP_010330	RPC10	YDR045C	D6VS33;Q2VQW5;	0
Q12532	36168;	RQC2	NP_015316	RQC2	YPL009C	D6W403;	0
P40992	33734;	RRN7	NP_012509	RRN7	YJL025W	D6VWF7;	0
Q12754	36165;	RRP12	NP_015313	RRP12	YPL012W	D6W400;Q7LH12;	0
Q04031	32472;	RRP17	NP_010700	RRP17	YDR412W	D6VT44;	0
P38792	36501;	RRP4	NP_011936	RRP4	YHR069C	D3DL18;	0
Q05022	35407;	RRP5	NP_013956	RRP5	YMR229C	D6W054;	0
Q08745	34681;	RPS10A	NP_014936	RS10A	YOR293W	D6W2Z1;	0
P0CX47	32750;	RPS11A	NP_009604	RS11A	YDR025W	D6VQ48;O11852;P26781;	0
P06367	31014;	RPS14A	NP_009960	RS14A	YCR031C	D6VR41;Q96VG9;	0
P38786	36494;	RPP1	NP_011929	RPP1	YHR062C	D3DL11;	0
P40011	36741;	YER010C	NP_010926	RRAAH	YER010C	D3DLQ7;	0
P39677	33654;	MEF2	NP_012433	RRF2M	YJL102W	D6VW82;	0
P25381	31027;	RRT12	NP_009974	RRT12	YCR045C	D6VR54;	0
P40470	34864;	RRT14	NP_012139	RRT14	YIL127C	D6VVG0;	0
Q07829	NA	RRT7	NA	RRT7	YLL030C	A0A1S0T088;Q6Q5D4;	0
P48589	34752;	RPS12	NP_015014	RS12	YOR369C	D6W362;Q02545;	0
P07281	35536;	RPS19B	NP_014097	RS19B	YNL302C	D6W0P2;	0
Q03691	35378;	ROT1	NP_013927	ROT1	YMR200W	D6W025;	0
P32349	36362;	RPC82	NP_015516	RPC3	YPR190C	D6W4J0;Q06591;	0
P36160	34212;	RPF2	NP_013007	RPF2	YKR081C	D6VXE1;	0
P39956	36922;	RPH1	NP_011096	RPH1	YER169W	D3DM77;	0
P23250	34872;	RPI1	NP_012147	RPI1	YIL119C	D6VVG8;E9P8U9;	0
P32496	31210;	RPN12	NP_116710	RPN12	YFR052W	D6VTT5;	0
P32565	34917;	RPN2	NP_012190	RPN2	YIL075C	D6VVK9;	0
Q12250	31914;	RPN5	NP_010134	RPN5	YDL147W	D6VRK1;	0
Q04062	32485;	RPN9	NP_010715	RPN9	YDR427W	D6VT56;	0
Q04225	35308;	RRB1	NP_013850	RRB1	YMR131C	D6VZV4;	0
P38771	36469;	RRF1	NP_011903	RRF1	YHR038W	D3DKY5;	0
Q12167	32120;	RRG1	NP_010350	RRG1	YDR065W	D6VS51;Q6Q5U4;	0
Q06511	36311;	RRP15	NP_015469	RRP15	YPR143W	D6W4E0;	0
P40042	36809;	RRT13	NP_010988	RRT13	YER066W	D3DLX1;	0
P53117	33106;	RRT6	NP_011369	RRT6	YGL146C	D6VU03;	0
P0CX48	32750;	RPS11B	NP_009604	RS11B	YBR048W	D6VQ48;O11852;P26781;	0
Q05468	32390;	RQC1	NP_010620	RQC1	YDR333C	D6VSW5;	0
P38204	32673;	RRN10	NP_009528	RRN10	YBL025W	D6VPX5;	0
Q02983	31409;	RRN5	NP_013242	RRN5	YLR141W	D6VYD5;Q12061;	0
Q12481	34674;	RRP36	NP_014930	RRP36	YOR287C	D6W2Y5;	0
P46948	33448;	SKI6	NP_011711	RRP41	YGR195W	D6VUX7;	0
Q12277	31951;	RRP42	NP_010172	RRP42	YDL111C	D6VRN9;	0
P25359	31018;	RRP43	NP_009964	RRP43	YCR035C	D6VR45;Q8NKJ5;	0
Q08162	34381;	DIS3	NP_014621	RRP44	YOL021C	D6W244;	0
P0CX56	35143;	RPS18B	NP_010738	RS18B	YML026C	D6VT75;P35271;	0
P40156	35623;	RRG9	NP_014186	RRG9	YNL213C	D6W0X7;	0
Q04712	35126;	RRN11	NP_013669	RRN11	YML043C	D6VZD2;	0
P32786	32686;	RRN6	NP_009539	RRN6	YBL014C	D6VPY6;	0
P53437	35448;	RRN9	NP_013997	RRN9	YMR270C	D6W096;E9P918;	0
P0C0T4	31597;	RPS25B	NP_013437	RS25B	YLR333C	A2TBM7;D6VYX4;P05758;P07282;	0
Q01855	34362;	RPS15	NP_014602	RS15	YOL040C	D6W226;	0
P0CX51	35319;	RPS16A	NP_010200	RS16A	YMR143W	D6VRR6;P26787;P40213;	0
P0C0W1	33573;	RPS22A	NP_012345	RS22A	YJL190C	D6VW01;P04648;	0
P0CX32	36817;	RPS24B	NP_010997	RS24B	YIL069C	D3DLX9;P26782;	0
P05759	31440;	RPS31	NP_013268	RS31	YLR167W	D6VYH3;P04838;P14800;P61864;Q6LA96;	0
P23248	35103;	RPS1B	NP_013648	RS3A2	YML063W	D6VZB0;	0
O13516	36100;	RPS9A	NP_015244	RS9A	YPL081W	D6W3T6;	0
Q06109	36283;	RRG8	NP_015441	RRG8	YPR116W	D6W4B5;	0
P36070	34011;	RRN3	NP_012797	RRN3	YKL125W	D6VX70;	0
P36080	34050;	RRP14	NP_012841	RRP14	YKL082C	D6VXK5;	0
Q05636	32333;	RRP45	NP_010566	RRP45	YDR280W	D6VSR0;	0
P50943	NA	RRT16	NA	RRT16	YNL105W	NA	0
P43607	31188;	RRT5	NP_116689	RRT5	YFR032C	D6VTR3;	0
Q08219	34355;	RRT8	NP_014594	RRT8	YOL048C	D6W219;Q870H5;	0
P05756	32119;	RPS13	NP_010349	RS13	YDR064W	D6VS50;	0
P39516	33572;	RPS14B	NP_012344	RS14B	YJL191W	D6VW00;	0
P0CX30	36298;	RPS23B	NP_011633	RS23B	YPR132W	D6VUP9;P32827;	0
P39939	36875;	RPS26B	NP_011057	RS26B	YER131W	A2TBN5;D3DM37;Q6B2E8;	0
P0CX33	34577;	RPS30A	NP_013390	RS30A	YLR287C-A	D6VYT3;Q12087;	0
P0CX35	36637;	RPS4A	NP_012073	RS4A	YJR145C	D3DLF2;P05753;	0
P48164	35728;	RPS7B	NP_014303	RS7B	YNL096C	D6W184;	0
P0CX40	36848;	RPS8B	NP_009481	RS8B	YER102W	A2TBM0;A2TBP0;D3DM09;P05754;P22801;	0
Q06488	31619;	RSC2	NP_013461	RSC2	YLR357W	D6VYZ5;	0
P40018	36764;	SMB1	NP_010946	RSMB	YER029C	D3DLS8;	0
P38120	32845;	MRPS9	NP_009704	RT09	YBR146W	D6VQE1;	0
Q05543	32342;	RTT103	NP_010575	RT103	YDR289C	D6VSR9;	0
Q07794	31249;	RTT109	NP_013099	RT109	YLL002W	D6VY01;	0
Q03201	32096;	RSM10	NP_010326	RT10	YDR041W	D6VS29;	0
P12686	33326;	MRP13	NP_011598	RT13	YGR084C	D6VUL6;	0
Q03246	35366;	MRPS17	NP_013913	RT17	YMR188C	D6W012;Q02523;	0
P40496	34899;	RSM25	NP_012173	RT25	YIL093C	D6VVJ4;	0
O14464	35999;	RTC6	NP_015141	RTC6	YPL183W-A	D6W3I5;	0
Q12234	34611;	RUD3	NP_014859	RUD3	YOR216C	D6W2S2;	0
Q12242	34533;	RUP1	NP_014781	RUP1	YOR138C	D6W2J5;	0
Q07458	31985;	RXT3	NP_010207	RXT3	YDL076C	D6VRS3;	0
P40084	36888;	RTR1	NP_011066	RTR1	YER139C	D3DM46;	0
Q12136	31910;	SAS10	NP_010128	SAS10	YDL153C	D6VRJ7;Q05842;	0
P34218	32646;	SAS3	NP_009501	SAS3	YBL052C	D6VPU7;	0
P39735	31739;	SAW1	NP_009375	SAW1	YAL027W	D6VPJ1;	0
Q12158	32051;	MCD1	NP_010281	SCC1	YDL003W	D6VRY5;Q05325;	0
P40090	36896;	SCC4	NP_011074	SCC4	YER147C	D3DM54;	0
P34758	34714;	SCD5	NP_014974	SCD5	YOR329C	D6W326;	0
P11792	36639;	SCH9	NP_012075	SCH9	YHR205W	D3DLF4;	0
P38072	32727;	SCO2	NP_009580	SCO2	YBR024W	D6VQ26;	0
Q08230	34330;	SDH5	NP_014570	SDHF2	YOL071W	D6W1Z6;	0
Q04401	32562;	SDH7	NP_010799	SDHF3	YDR511W	D6VTD2;Q02562;	0
P38314	32911;	SDS24	NP_009773	SDS24	YBR214W	D6VQL0;	0
P89102	32217;	SEC5	NP_010450	SEC5	YDR166C	D6VSE6;Q03775;Q04128;	0
P39742	31558;	SEC72	NP_013395	SEC72	YLR292C	D6VYT8;	0
P11075	32221;	SEC7	NP_010454	SEC7	YDR170C	D6VSF1;Q03960;Q04139;	0
P40316	32170;	PDS1	NP_010398	SECU	YDR113C	D6VS98;	0
Q04279	35261;	SEG1	NP_013803	SEG1	YMR086W	D6VZQ9;Q6B304;	0
P46674	32210;	SAC3	NP_010443	SAC3	YDR159W	D6VSD9;	0
P53969	35800;	SAM50	NP_014372	SAM50	YNL026W	D6W1F2;	0
Q04003	32235;	SAS4	NP_010467	SAS4	YDR181C	D6VSG4;	0
P32915	31638;	SEC61	NP_013482	SC61A	YLR378C	D6VZ14;	0
P35179	32142;	SSS1	NP_010371	SC61G	YDR086C	D6VS73;	0
Q04002	32234;	SCC2	NP_010466	SCC2	YDR180W	D6VSG3;	0
P45978	36296;	SCD6	NP_015454	SCD6	YPR129W	D6W4C6;	0
P03877	34787;	AI3	NP_009308	SCE3	Q0060	A0A0A7P044;Q35790;Q9ZZX3;	0
P32564	33296;	SCM4	NP_011563	SCM4	YGR049W	D6VUI6;Q45U35;	0
Q03529	35451;	SCS7	NP_013999	SCS7	YMR272C	D6W098;	0
Q04951	35485;	SCW10	NP_014035	SCW10	YMR305C	D6W0D2;	0
P53334	33529;	SCW4	NP_011795	SCW4	YGR279C	D6VV56;	0
Q00711	33989;	SDH1	NP_012774	SDHA	YKL148C	D6VX49;	0
P47052	33713;	YJL045W	NP_012490	SDHX	YJL045W	D6VWD9;	0
P36047	33928;	SDS22	NP_012728	SDS22	YKL193C	D6VX07;	0
P53172	33191;	SDS23	NP_011459	SDS23	YGL056C	D6VU85;Q6B1R7;	0
P53078	33035;	SDT1	NP_011291	SDT1	YGL224C	D6VVB1;	0
Q01589	32132;	SED1	NP_010362	SED1	YDR077W	D6VS63;Q6Q5U8;Q8J057;Q8J270;Q8J271;Q8J272;Q8J273;Q8J274;Q8J275;	0
Q06058	31661;	SEI1	NP_013508	SEI1	YLR404W	D6VZ37;	0
Q00416	31689;	SEN1	NP_013534	SEN1	YLR430W	D6VZ65;E9P9Z4;Q06448;	0
P42941	33461;	SER2	NP_011724	SERB	YGR208W	D6VUZ1;	0
P38890	36641;	SET5	NP_012077	SET5	YHR207C	D3DLF6;	0
P53075	33011;	SHE10	NP_011286	SHE10	YGL228W	D6VVA6;	0
P38272	32831;	SHE3	NP_009688	SHE3	YBR130C	D6VQC7;	0
Q06236	31437;	SHH4	NP_013265	SHH4	YLR164W	D6VYH0;	0
P40073	36863;	SHO1	NP_011043	SHO1	YER118C	D3DM24;	0
P39940	36869;	RSP5	NP_011051	RSP5	YER125W	D3DM31;	0
P13856	33400;	RSR1	NP_011668	RSR1	YGR152C	D6VUT2;	0
Q03799	35333;	MRPS8	NP_013879	RT08	YMR158W	D6VZX9;	0
P53330	33525;	RTT102	NP_011791	RT102	YGR275W	D6VV52;	0
Q03976	32228;	RSM24	NP_010460	RT24	YDR175C	D6VSF7;	0
P53047	33466;	RTA1	NP_011729	RTA1	YGR213C	D6VUZ6;E9P922;	0
Q12108	34514;	RTC5	NP_014761	RTC5	YOR118W	D6W2H7;	0
Q03940	32243;	RVB1	NP_010476	RUVB1	YDR190C	D6VSH3;	0
P43612	31198;	SAP155	NP_116698	SA155	YFR040W	D6VTS3;Q96VG4;	0
P38352	32974;	SAF1	NP_009839	SAF1	YBR280C	D6VQS5;	0
P20840	33760;	SAG1	NP_012537	SAG1	YJR004C	D6VWH8;	0
P40963	35304;	SAS2	NP_013846	SAS2	YMR127C	D6VZV0;	0
Q99314	34608;	SAS5	NP_014856	SAS5	YOR213C	D6W2R9;	0
P28707	34018;	SBA1	NP_012805	SBA1	YKL117W	D6VXH2;	0
P42223	32408;	SBE2	NP_010638	SBE2	YDR351W	D6VSY1;	0
P40541	34963;	IRR1	NP_012238	SCC3	YIL026C	D6VVQ4;Q02511;	0
P25303	35392;	SCJ1	NP_013941	SCJ1	YMR214W	D6W039;	0
Q12334	31922;	SCM3	NP_010142	SCM3	YDL139C	D6VRK9;	0
P33421	33995;	SDH3	NP_012781	SDH3	YKL141W	D6VX55;	0
P38804	36522;	RTC3	NP_011955	SDO1L	YHR087W	D3DL39;	0
P40505	34908;	SDS3	NP_012182	SDS3	YIL084C	D6VVK2;	0
P24280	35255;	SEC14	NP_013796	SEC14	YMR079W	D6VZQ3;	0
P18759	32782;	SEC18	NP_009636	SEC18	YBR080C	D6VQ79;Q07067;	0
P30619	32215;	SEC1	NP_010448	SEC1	YDR164C	D6VSE4;	0
P17065	35568;	SEC2	NP_014127	SEC2	YNL272C	D6W0S2;	0
P38968	31850;	SEC31	NP_010086	SEC31	YDL195W	D6VRF8;	0
P33332	36739;	SEC3	NP_010924	SEC3	YER008C	D3DLQ5;	0
P20048	35183;	SEC59	NP_013726	SEC59	YMR013C	D6VZI7;	0
